"Juge"	"Age"	"Sexe"	"CSP"	"Son"	"Rang"	"Innovation"	"Originalité"	"Sobriété"	"Proximité"	"Ludique"	"Haut.de.gamme"	"Simplicité"	"Liberté"	"Humanité"	"Technologie"	"Convivialité"	"Complexité"	"Populaire"	"Sérieux"	"International"	"Passion"	"Artisanal"	"Traditionnal"	"Performence"	"Joyeux"	"Surprenant"	"Excitant"	"Energique"	"Sensuel"	"Triste"	"Chaleureux"	"Sérieux1"	"Note"	"Pourquoi"
"305"	26	28	"H"	"Employé"	5	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	3	2	3	1	4	2	4	4	NA
"306"	26	28	"H"	"Employé"	6	6	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	3	2	2	2	4	2	3	5	NA
"307"	26	28	"H"	"Employé"	7	7	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	3	3	3	3	2	3	2	3	8	NA
"308"	26	28	"H"	"Employé"	8	8	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	3	3	3	3	2	3	3	2	8	NA
"309"	26	28	"H"	"Employé"	9	9	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	3	2	1	1	4	2	4	3	NA
"310"	26	28	"H"	"Employé"	10	10	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	3	3	2	2	4	3	3	6	NA
"311"	26	28	"H"	"Employé"	11	11	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	4	4	3	4	2	3	3	4	7	NA
"312"	26	28	"H"	"Employé"	12	12	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	3	3	2	2	3	3	3	2	9	NA
"313"	27	22	"F"	"Ouvrier"	1	1	1	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	1	1	3	4	4	3	3	4	3	3	7	NA
"314"	27	22	"F"	"Ouvrier"	2	2	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	1	2	2	2	2	4	2	3	3	"trop grave"
"315"	27	22	"F"	"Ouvrier"	3	3	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	2	2	3	3	2	3	2	3	5	NA
"316"	27	22	"F"	"Ouvrier"	4	4	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	3	2	3	3	2	3	2	2	5	NA
"317"	27	22	"F"	"Ouvrier"	5	5	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	4	4	3	2	3	2	3	2	6	NA
"318"	27	22	"F"	"Ouvrier"	6	6	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	2	2	3	3	4	2	2	4	"un peu religieux"
"319"	27	22	"F"	"Ouvrier"	7	7	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	2	2	3	2	3	4	3	2	4	NA
"320"	27	22	"F"	"Ouvrier"	8	8	1	0	1	0	0	1	0	0	0	1	1	0	1	0	1	1	0	0	1	3	3	4	4	3	3	2	3	7	NA
"321"	27	22	"F"	"Ouvrier"	9	9	0	1	1	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	2	3	3	3	2	3	3	2	8	NA
"322"	27	22	"F"	"Ouvrier"	10	10	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	2	2	3	3	3	2	3	2	5	NA
"323"	27	22	"F"	"Ouvrier"	11	11	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	3	2	3	3	2	3	3	3	8	NA
"324"	27	22	"F"	"Ouvrier"	12	12	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	4	4	3	2	3	3	2	2	7	NA
"325"	28	53	"F"	"Employé"	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	4	5	4	4	2	2	1	2	7	"trop excitant"
"326"	28	53	"F"	"Employé"	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	2	3	3	4	2	3	8	NA
"327"	28	53	"F"	"Employé"	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	2	2	1	1	3	4	3	3	8	"un peu trop triste"
"328"	28	53	"F"	"Employé"	4	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	1	1	2	4	3	3	7	"un peu trop langoureux"
"329"	28	53	"F"	"Employé"	5	5	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	3	2	4	3	3	2	3	6	NA
"330"	28	53	"F"	"Employé"	6	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	2	1	2	4	3	4	5	"beaucoup trop lent"
"331"	28	53	"F"	"Employé"	7	7	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	3	4	5	4	2	1	2	2	7	NA
"332"	28	53	"F"	"Employé"	8	8	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	2	2	1	2	3	2	4	6	NA
"333"	28	53	"F"	"Employé"	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	5	2	2	3	4	2	3	5	NA
"334"	28	53	"F"	"Employé"	10	10	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	4	2	1	3	4	3	2	5	"trop lent"
"335"	28	53	"F"	"Employé"	11	11	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	4	3	3	2	3	3	3	8	NA
"336"	28	53	"F"	"Employé"	12	12	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	2	1	2	4	2	3	4	NA
"337"	29	52	"H"	"Employé"	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	2	3	2	2	3	3	9	NA
"338"	29	52	"H"	"Employé"	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	5	5	4	1	1	1	1	8	NA
"339"	29	52	"H"	"Employé"	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	2	3	4	2	3	7	NA
"340"	29	52	"H"	"Employé"	4	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	3	2	2	2	2	7	NA
"341"	29	52	"H"	"Employé"	5	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	4	2	4	7	NA
"342"	29	52	"H"	"Employé"	6	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	5	1	2	1	2	2	2	5	"trop aigu, pas clair"
"343"	29	52	"H"	"Employé"	7	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	3	2	2	4	2	4	8	NA
"344"	29	52	"H"	"Employé"	8	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	3	3	3	3	2	3	8	NA
"345"	29	52	"H"	"Employé"	9	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	4	2	4	8	NA
"346"	29	52	"H"	"Employé"	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	3	3	3	2	3	2	4	8	NA
"347"	29	52	"H"	"Employé"	11	11	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	2	2	2	2	4	2	4	7	NA
"348"	29	52	"H"	"Employé"	12	12	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	4	2	2	3	3	2	3	8	NA
"349"	30	23	"H"	"Ouvrier"	1	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	3	2	2	4	2	3	4	1	5	NA
"350"	30	23	"H"	"Ouvrier"	2	2	0	1	0	1	0	1	0	1	0	0	1	0	1	1	1	0	0	1	0	2	1	1	3	2	3	3	2	6	NA
"351"	30	23	"H"	"Ouvrier"	3	3	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	3	3	3	3	2	2	3	2	8	NA
"352"	30	23	"H"	"Ouvrier"	4	4	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	1	1	0	1	1	2	2	3	3	2	3	4	NA
"353"	30	23	"H"	"Ouvrier"	5	5	0	1	1	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	2	2	3	2	2	3	2	3	4	NA
"354"	30	23	"H"	"Ouvrier"	6	6	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	3	4	3	4	3	2	4	4	6	NA
"355"	30	23	"H"	"Ouvrier"	7	7	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	3	3	4	4	2	4	4	3	6	NA
"356"	30	23	"H"	"Ouvrier"	8	8	1	0	1	0	0	1	1	1	0	1	0	1	0	1	0	1	0	0	1	3	3	3	2	3	3	3	3	9	NA
"357"	30	23	"H"	"Ouvrier"	9	9	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	2	3	2	2	3	3	2	4	6	NA
"358"	30	23	"H"	"Ouvrier"	10	10	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	4	3	2	2	3	2	4	4	5	NA
"359"	30	23	"H"	"Ouvrier"	11	11	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	4	4	3	3	4	2	4	2	5	NA
"360"	30	23	"H"	"Ouvrier"	12	12	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	2	4	2	3	2	4	1	2	3	NA
"361"	31	21	"F"	"Etudiant"	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	2	3	1	2	1	4	2	2	3	NA
"362"	31	21	"F"	"Etudiant"	2	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	4	1	3	0	"ce son est monotone"
"363"	31	21	"F"	"Etudiant"	3	3	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	3	3	2	3	1	4	3	3	5	NA
"364"	31	21	"F"	"Etudiant"	4	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3	4	3	3	1	3	2	3	3	NA
"365"	31	21	"F"	"Etudiant"	5	5	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	2	2	3	1	3	1	3	2	"pas agreable a l'oreille"
"366"	31	21	"F"	"Etudiant"	6	6	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	3	4	4	3	3	2	3	4	6	NA
"367"	31	21	"F"	"Etudiant"	7	7	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	4	4	3	1	3	3	4	6	NA
"368"	31	21	"F"	"Etudiant"	8	8	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	3	3	2	1	4	2	4	4	NA
"369"	31	21	"F"	"Etudiant"	9	9	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	3	2	2	2	4	2	3	2	NA
"370"	31	21	"F"	"Etudiant"	10	10	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	2	2	2	3	2	2	2	3	3	NA
"371"	31	21	"F"	"Etudiant"	11	11	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	3	3	2	2	4	2	3	5	NA
"372"	31	21	"F"	"Etudiant"	12	12	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	3	3	3	3	3	4	2	3	6	NA
"373"	32	25	"H"	"Employé"	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	2	2	1	3	3	2	4	3	"trop sérieux, trop long, pas assez novateur"
"374"	32	25	"H"	"Employé"	2	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	4	3	2	4	2	3	2	2	3	NA
"375"	32	25	"H"	"Employé"	3	3	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	3	3	2	3	3	4	3	3	8	"son très clair, bon rythme"
"376"	32	25	"H"	"Employé"	4	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	3	2	3	3	2	4	7	"bien mais un peu lent"
"377"	32	25	"H"	"Employé"	5	5	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	4	3	3	5	2	4	2	3	4	"trop rapide"
"378"	32	25	"H"	"Employé"	6	6	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	4	3	5	2	4	2	3	3	"trop rapide, trop strident"
"379"	32	25	"H"	"Employé"	7	7	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	2	2	2	1	3	2	2	4	4	"lent, précis"
"380"	32	25	"H"	"Employé"	8	8	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	3	2	2	2	2	4	3	3	5	"son grave, qualité, chaleur, serieux"
"381"	32	25	"H"	"Employé"	9	9	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	4	3	4	3	2	3	3	7	"bon tempo, clair"
"382"	32	25	"H"	"Employé"	10	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3	2	3	2	3	2	4	6	NA
"383"	32	25	"H"	"Employé"	11	11	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	4	3	3	4	2	1	2	2	3	"son sans personnalité, trop léger"
"384"	32	25	"H"	"Employé"	12	12	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	2	3	3	2	3	3	3	3	8	"mystérieux, clair, avancement"
"385"	33	21	"H"	"Ouvrier"	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	1	1	2	5	2	4	4	"assez déprimant"
"386"	33	21	"H"	"Ouvrier"	2	2	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	3	4	4	3	2	1	3	1	6	"pas mal énergique"
"387"	33	21	"H"	"Ouvrier"	3	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	1	1	1	1	4	2	4	3	NA
"388"	33	21	"H"	"Ouvrier"	4	4	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	2	2	2	2	2	3	2	4	5	NA
"389"	33	21	"H"	"Ouvrier"	5	5	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	3	2	2	3	2	1	3	1	7	NA
"390"	33	21	"H"	"Ouvrier"	6	6	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	4	4	3	4	3	1	3	1	8	NA
"391"	33	21	"H"	"Ouvrier"	7	7	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	1	1	1	5	2	5	3	NA
"392"	33	21	"H"	"Ouvrier"	8	8	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	2	1	1	2	4	3	4	5	NA
"393"	33	21	"H"	"Ouvrier"	9	9	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	2	2	4	2	4	3	3	2	7	NA
"394"	33	21	"H"	"Ouvrier"	10	10	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	3	4	3	4	2	3	2	7	NA
"395"	33	21	"H"	"Ouvrier"	11	11	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	2	3	2	2	2	3	2	3	6	NA
"396"	33	21	"H"	"Ouvrier"	12	12	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	2	3	2	3	3	3	9	NA
"397"	34	24	"F"	"Employé"	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	3	3	3	2	1	3	3	8	"moderne"
"398"	34	24	"F"	"Employé"	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2	1	1	5	1	4	2	"trop lent et trop triste"
"399"	34	24	"F"	"Employé"	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	3	3	2	2	2	3	5	"notes trop appuyées"
"400"	34	24	"F"	"Employé"	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	4	4	2	1	2	2	4	"trop rapide"
"401"	34	24	"F"	"Employé"	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	2	4	1	5	3	"trop triste"
"402"	34	24	"F"	"Employé"	6	6	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	3	2	3	2	2	3	4	7	"manque de modernité"
"403"	34	24	"F"	"Employé"	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	1	2	4	2	5	3	"son trop vieux, n'évoque pas la technologie"
"404"	34	24	"F"	"Employé"	8	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	2	4	5	"trop lent"
"405"	34	24	"F"	"Employé"	9	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	3	3	2	2	3	2	3	6	"notes trop détachées"
"406"	34	24	"F"	"Employé"	10	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	9	"son ni trop grave ni trop aigu, bon équilibre"
"407"	34	24	"F"	"Employé"	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	3	2	2	3	2	3	6	"trop lent"
"408"	34	24	"F"	"Employé"	12	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	3	3	3	3	2	3	3	8	"un peu trop aigu"
"409"	35	22	"H"	"Ingénieur"	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	2	2	1	2	4	2	5	2	"trop lent, trop grave, pas innovant"
"410"	35	22	"H"	"Ingénieur"	2	2	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	4	4	3	3	3	2	4	2	5	"adapté à une marque de sugelés, trop joyeux pour être expert"
"411"	35	22	"H"	"Ingénieur"	3	3	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	2	2	3	3	3	2	3	3	7	"haut de gamme et passion"
"412"	35	22	"H"	"Ingénieur"	4	4	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	2	2	2	2	3	2	3	4	6	"trop lent mais classe"
"413"	35	22	"H"	"Ingénieur"	5	5	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	4	3	4	3	3	2	3	2	5	"aigu, trop lent mais innovant"
"414"	35	22	"H"	"Ingénieur"	6	6	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	5	4	4	5	4	2	3	3	4	"trop énergique, trop joyeux"
"415"	35	22	"H"	"Ingénieur"	7	7	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	3	3	2	2	3	4	3	3	7	"correspond bien à la marque mais il manque un peu d'énergie"
"416"	35	22	"H"	"Ingénieur"	8	8	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	2	1	3	2	5	3	4	3	"ne donne pas envie"
"417"	35	22	"H"	"Ingénieur"	9	9	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	5	4	4	3	1	3	2	4	"trop aigu, trop expressif, mais sa tonalité permet à l'auditeur d'enregistrer ce son et de le reconstituer"
"418"	35	22	"H"	"Ingénieur"	10	10	1	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	3	3	3	3	3	2	3	4	9	"correspond bien à la marque"
"419"	35	22	"H"	"Ingénieur"	11	11	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4	4	2	1	2	4	3	3	4	"trop lent, manque de rythme"
"420"	35	22	"H"	"Ingénieur"	12	12	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	2	3	2	2	2	4	3	3	5	"pas innovant"
"421"	36	23	"H"	"Etudiant"	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	3	2	3	3	2	2	3	3	8	"technologie"
"422"	36	23	"H"	"Etudiant"	2	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	2	1	1	2	4	2	4	2	"trop lent et triste"
"423"	36	23	"H"	"Etudiant"	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	2	2	1	3	2	3	3	4	5	NA
"424"	36	23	"H"	"Etudiant"	4	4	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	2	1	2	2	1	4	2	3	5	NA
"425"	36	23	"H"	"Etudiant"	5	5	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	3	2	2	3	2	3	3	1	6	NA
"426"	36	23	"H"	"Etudiant"	6	6	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	2	1	1	2	2	4	3	3	5	NA
"427"	36	23	"H"	"Etudiant"	7	7	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	3	2	3	4	3	4	4	NA
"428"	36	23	"H"	"Etudiant"	8	8	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	3	3	2	3	2	3	4	3	5	NA
"429"	36	23	"H"	"Etudiant"	9	9	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	4	4	3	4	3	1	3	2	6	NA
"430"	36	23	"H"	"Etudiant"	10	10	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	3	4	3	3	3	4	2	2	4	NA
"431"	36	23	"H"	"Etudiant"	11	11	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	2	3	3	2	3	4	2	3	6	NA
"432"	36	23	"H"	"Etudiant"	12	12	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	3	3	2	3	3	3	4	3	7	NA
"433"	37	22	"F"	"Etudiant"	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	5	2	3	2	"pas innovant, pas independant"
"434"	37	22	"F"	"Etudiant"	2	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	3	2	2	1	3	3	3	6	"bien pour indépendance, technologique, manque de classe et d'originalité"
"435"	37	22	"F"	"Etudiant"	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	5	1	5	0	"sinistre"
"436"	37	22	"F"	"Etudiant"	4	4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	2	2	3	3	3	3	3	7	"violoncelle apporte un côté classe"
"437"	37	22	"F"	"Etudiant"	5	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	1	1	1	1	0	"strident, enfantin, pas professionnel"
"438"	37	22	"F"	"Etudiant"	6	6	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	2	1	3	4	2	4	2	"manque d'energie, manque d'initiative, manque d'innovation"
"439"	37	22	"F"	"Etudiant"	7	7	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	2	4	2	2	2	4	2	2	0	"foire du trone, même pas energique, pas de rapport avec l'entreprise"
"440"	37	22	"F"	"Etudiant"	8	8	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	2	1	2	2	4	2	4	2	"accordéon ne colle pas à l'innovation"
"441"	37	22	"F"	"Etudiant"	9	9	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	6	"simple, un peu trop sobre"
"442"	37	22	"F"	"Etudiant"	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	2	2	2	3	2	4	2	"accordéon"
"443"	37	22	"F"	"Etudiant"	11	11	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	2	4	2	4	2	"trop solennel, pas assez dynamique"
"444"	37	22	"F"	"Etudiant"	12	12	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	3	4	4	3	3	3	3	3	7	"colle avec les valeurs sauf expert"
"445"	38	20	"F"	"Etudiant"	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	3	1	1	3	4	2	3	4	NA
"446"	38	20	"F"	"Etudiant"	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	3	3	3	3	2	3	NA
"447"	38	20	"F"	"Etudiant"	3	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	5	5	4	3	2	3	3	2	3	NA
"448"	38	20	"F"	"Etudiant"	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	4	2	2	4	3	3	4	3	NA
"449"	38	20	"F"	"Etudiant"	5	5	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	2	2	2	2	4	5	2	2	2	NA
"450"	38	20	"F"	"Etudiant"	6	6	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	3	3	2	2	3	4	3	3	5	NA
"451"	38	20	"F"	"Etudiant"	7	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	5	1	1	4	4	2	1	2	NA
"452"	38	20	"F"	"Etudiant"	8	8	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	5	4	1	3	2	4	2	4	4	NA
"453"	38	20	"F"	"Etudiant"	9	9	1	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	3	3	4	4	3	3	3	3	6	NA
"454"	38	20	"F"	"Etudiant"	10	10	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	4	4	4	2	3	2	3	2	4	NA
"455"	38	20	"F"	"Etudiant"	11	11	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	4	1	1	5	4	4	2	3	NA
"456"	38	20	"F"	"Etudiant"	12	12	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	5	5	4	3	2	2	2	3	4	NA
"457"	39	21	"F"	"Etudiant"	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	3	3	3	2	3	4	2	3	7	"un peu mou"
"458"	39	21	"F"	"Etudiant"	2	2	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	2	3	4	4	2	3	3	3	7	NA
"459"	39	21	"F"	"Etudiant"	3	3	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	2	3	3	2	3	4	2	4	5	"trop grave"
"460"	39	21	"F"	"Etudiant"	4	4	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	2	2	2	2	4	2	2	3	"trop simple"
"461"	39	21	"F"	"Etudiant"	5	5	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	3	3	3	3	3	3	3	3	10	"variation dans le son, à l'arrière"
"462"	39	21	"F"	"Etudiant"	6	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	4	4	3	2	3	2	2	5	"pas agréable"
